1.904474,1.814989,0.184228,-0.245969,0.273660,-2.023484,-5.163001,-8.633268,4.605203,-1.127703,0.000000
1.257678,2.499074,-0.218200,0.348662,-0.601015,-2.292883,-4.788401,-8.818607,5.221351,-1.230477,0.000000
0.270684,3.601534,-0.847599,1.279070,-1.970948,-2.747059,-4.278866,-9.241814,6.259755,-1.409183,0.000000
3.869856,-0.364981,1.433530,-2.092644,2.992364,-1.130375,-6.193891,-7.827310,2.563161,-0.777577,0.000000
-0.940647,5.059501,-1.647477,2.462189,-3.715331,-3.381645,-3.764763,-10.012723,7.710078,-1.667700,0.000000
2.142840,1.666980,0.305331,-0.424199,0.533432,-2.000774,-5.411424,-8.814495,4.552644,-1.128710,0.000000
1.435974,2.265573,-0.095526,0.167090,-0.332896,-2.185573,-4.844030,-8.659825,4.976188,-1.185365,0.000000
1.006280,2.832613,-0.392295,0.606370,-0.981648,-2.447354,-4.714525,-9.052801,5.574242,-1.295691,0.000000
1.774929,2.052544,0.077352,-0.087359,0.038038,-2.151397,-5.194573,-8.911393,4.897158,-1.185841,0.000000
1.894462,1.892301,0.160561,-0.210542,0.220013,-2.076733,-5.227945,-8.796074,4.726595,-1.154216,0.000000
3.208811,0.508404,0.976704,-1.416440,1.993689,-1.533869,-5.995767,-8.434373,3.484964,-0.947694,0.000000
2.069218,1.682402,0.275843,-0.381056,0.471407,-1.985506,-5.302579,-8.685909,4.518095,-1.117084,0.000000
0.394095,3.484616,-0.774371,1.170960,-1.812237,-2.705666,-4.364770,-9.239070,6.165005,-1.394657,0.000000
1.754633,2.040960,0.073361,-0.081688,0.030457,-2.135540,-5.147777,-8.837986,4.861087,-1.176722,0.000000
-0.262414,4.186913,-1.184917,1.777641,-2.704819,-2.984951,-3.992961,-9.446222,6.803714,-1.501940,0.000000
0.810557,3.090233,-0.527298,0.806199,-1.276752,-2.566106,-4.654833,-9.230210,5.845540,-1.345697,0.000000
0.113099,3.767104,-0.945359,1.423513,-2.183392,-2.811885,-4.186432,-9.284332,6.408028,-1.433812,0.000000
0.277190,3.619283,-0.849988,1.282768,-1.976956,-2.762466,-4.308748,-9.298988,6.294846,-1.417349,0.000000
3.116256,0.442528,0.961916,-1.395711,1.966967,-1.451955,-5.768527,-8.068333,3.298591,-0.901230,0.000000
1.412539,2.498426,-0.164482,0.270406,-0.489658,-2.348384,-5.051062,-9.165291,5.347320,-1.266807,0.000000
1.761759,2.035300,0.077304,-0.087502,0.038966,-2.133952,-5.153893,-8.840441,4.857444,-1.176290,0.000000
1.908614,1.759478,0.200166,-0.269870,0.309995,-1.984147,-5.111186,-8.509515,4.515540,-1.107946,0.000000
1.854250,1.897508,0.145296,-0.188241,0.188069,-2.066028,-5.165083,-8.718130,4.702332,-1.146664,0.000000
1.588515,2.112456,-0.002765,0.030082,-0.131552,-2.128084,-4.941090,-8.635815,4.844653,-1.164197,0.000000
0.989012,2.802722,-0.390455,0.603321,-0.976054,-2.419125,-4.653469,-8.942320,5.509965,-1.280449,0.000000
1.166502,2.463523,-0.240437,0.380615,-0.644977,-2.233775,-4.595660,-8.528360,5.086947,-1.195666,0.000000
1.709275,1.961079,0.078552,-0.090236,0.045973,-2.060386,-4.985950,-8.544510,4.689960,-1.136172,0.000000
-0.095111,4.051754,-1.091744,1.640255,-2.503692,-2.946006,-4.134164,-9.498453,6.714394,-1.490965,0.000000
1.083240,2.872234,-0.376038,0.583178,-0.950319,-2.504317,-4.887408,-9.320836,5.703805,-1.328666,0.000000
2.242855,1.511681,0.380500,-0.535608,0.698450,-1.922692,-5.416847,-8.667138,4.374356,-1.094322,0.000000
0.758535,3.123055,-0.553864,0.845301,-1.333758,-2.571444,-4.601168,-9.191905,5.857882,-1.345671,0.000000
0.656921,3.072673,-0.575835,0.876683,-1.376286,-2.497653,-4.374950,-8.842633,5.690051,-1.302855,0.000000
